湖南,#genre#
东方影视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001016/index.m3u8
东方影视,https://live.goodiptv.club/api/bestv.php?id=dfyshd8m/8000000
第一财经,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001017/index.m3u8
第一财经,https://live.goodiptv.club/api/bestv.php?id=dycjhd8m/8000000
纪实人文,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw1558074042_116967467/ott.mobaibox.com/PLTV/3/224/3221227635/index.m3u8?icpid=3&RTS=1674385968&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3
纪实人文,https://live.goodiptv.club/api/bestv.php?id=jspdhd/4000000
纪实科教,http://[2409:8087:2001:20:2800:0:df6e:eb0e]:80/wh7f454c46tw2056461541_1405788434/ott.mobaibox.com/PLTV/3/224/3221227699/index.m3u8?icpid=3&RTS=1674386466&from=40&popid=40&hms_devid=2111&prioritypopid=40&vqe=3
纪实科教,https://live.goodiptv.club/api/bestv.php?id=dajs8m/8000000
港澳台,#genre#
凤凰卫视中文台,http://[2409:8087:2001:20:2800:0:df6e:eb24]:80/wh7f454c46tw3553140416-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰卫视中文台,http://113.117.74.21:8081/hls/37/index.m3u8
凤凰卫视资讯台,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰卫视资讯台,http://113.117.74.21:8081/hls/36/index.m3u8
凤凰卫视香港台,http://113.117.74.21:8081/hls/38/index.m3u8
好莱坞电影,http://120.84.96.138:808/hls/24/index.m3u8
TVB翡翠台,http://113.117.74.21:8081/hls/67/index.m3u8
TVB星河台,http://113.117.74.21:8081/hls/135/index.m3u8
民视HD,http://120.84.96.138:808/hls/34/index.m3u8
东森电影,http://120.84.96.138:808/hls/32/index.m3u8
东森洋片,http://120.84.96.138:808/hls/33/index.m3u8
龙祥时代,http://120.84.96.138:808/hls/35/index.m3u8
天映经典,http://120.84.96.138:808/hls/85/index.m3u8
三立都会台,https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_0/chunklist.m3u8*~hmac=1a3986bd8fb660eacbcc9954c67fb674fa810779ddc2fab5fa77188868ca3686
三立台湾台,https://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678506~exp=9007200919419497~acl=/5ffd3a166f7241d9b489b7d7241db96f/*/profile_0/chunklist.m3u8*~hmac=cfd432e7da8eece68fe4a4da3a3bc08ab1bbc50b147a84c95ae3d4a569e932b1

